#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 514000      1.36e+00    9.95e-01      6.70e-03    8.66e-03      8.83e-02    6.53e-02    2.3e-04
 515000      1.23e+00    1.11e-01      1.47e-02    2.07e-02      7.95e-02    2.78e-03    2.3e-04
 516000      1.60e-01    5.45e-01      5.16e-03    3.32e-03      1.03e-02    3.61e-02    2.3e-04
 517000      3.11e-01    1.18e-01      1.80e-03    1.25e-02      2.05e-02    6.63e-03    2.3e-04
 518000      8.21e-01    3.98e-02      1.11e-02    6.65e-03      5.40e-02    1.46e-03    2.3e-04
 519000      3.98e-01    9.02e-02      8.74e-03    1.64e-03      2.57e-02    5.95e-03    2.3e-04
 520000      5.57e-01    2.89e-01      1.03e-02    7.99e-03      3.59e-02    1.91e-02    2.2e-04
 521000      1.36e+00    2.23e-01      4.63e-03    1.34e-02      9.10e-02    1.42e-02    2.2e-04
 522000      1.22e+00    7.14e-03      3.79e-03    1.56e-04      8.14e-02    4.74e-04    2.2e-04
 523000      1.06e-01    6.51e-02      5.50e-03    1.30e-02      5.85e-03    4.17e-04    2.2e-04
 524000      7.46e-01    5.57e-02      1.93e-02    9.66e-03      4.70e-02    1.85e-03    2.2e-04
 525000      1.56e+00    1.60e+00      1.87e-02    1.77e-02      1.04e-01    1.07e-01    2.2e-04
 526000      1.19e+00    1.26e-01      1.71e-02    8.61e-03      7.79e-02    7.96e-03    2.2e-04
 527000      6.84e-01    1.19e+00      1.38e-02    1.65e-02      4.56e-02    7.98e-02    2.2e-04
 528000      3.52e-01    2.12e-02      1.98e-03    3.69e-03      2.36e-02    7.01e-04    2.2e-04
 529000      9.24e-01    9.81e-02      6.20e-03    1.80e-02      6.17e-02    2.56e-03    2.2e-04
 530000      9.42e-01    6.18e-01      6.24e-03    6.01e-03      6.30e-02    4.17e-02    2.2e-04
 531000      1.00e+00    2.78e-01      1.08e-02    5.45e-03      6.68e-02    1.87e-02    2.2e-04
 532000      3.76e-01    2.82e-01      3.92e-03    3.93e-03      2.54e-02    1.90e-02    2.2e-04
 533000      3.86e-01    3.00e-01      1.15e-02    2.59e-03      2.41e-02    2.03e-02    2.2e-04
 534000      3.94e-01    3.82e-01      8.44e-03    1.10e-03      2.50e-02    2.59e-02    2.2e-04
 535000      1.23e+00    4.31e-01      3.30e-03    1.47e-03      8.35e-02    2.94e-02    2.1e-04
 536000      1.02e+00    2.23e-01      1.17e-02    1.10e-02      6.75e-02    1.47e-02    2.1e-04
 537000      6.21e-01    2.34e-01      7.81e-03    1.09e-02      4.20e-02    1.55e-02    2.1e-04
 538000      8.44e-01    1.37e-01      5.62e-04    2.50e-02      5.75e-02    3.77e-03    2.1e-04
 539000      2.25e+00    1.50e-01      2.56e-03    1.59e-02      1.53e-01    8.68e-03    2.1e-04
 540000      4.64e-01    1.30e+00      4.01e-03    4.28e-03      3.17e-02    8.89e-02    2.1e-04
 541000      6.20e-01    4.21e-02      4.10e-03    8.20e-03      4.25e-02    5.61e-04    2.1e-04
 542000      5.73e-01    2.98e-02      1.63e-02    5.72e-03      3.74e-02    5.19e-04    2.1e-04
 543000      1.40e+00    1.47e+00      2.63e-03    2.03e-03      9.63e-02    1.01e-01    2.1e-04
 544000      1.29e+00    1.24e+00      9.38e-03    1.29e-02      8.83e-02    8.50e-02    2.1e-04
 545000      8.94e-01    7.87e-02      5.64e-03    1.55e-02      6.17e-02    5.18e-04    2.1e-04
 546000      8.25e-01    3.75e-01      6.71e-03    5.52e-04      5.54e-02    2.59e-02    2.1e-04
 547000      4.78e-01    3.34e-02      2.68e-03    6.56e-03      3.30e-02    3.03e-04    2.1e-04
 548000      2.22e-01    9.32e-01      1.38e-03    8.77e-05      1.52e-02    6.45e-02    2.1e-04
 549000      1.30e-01    9.56e-02      4.41e-03    1.45e-02      8.85e-03    4.24e-03    2.1e-04
 550000      6.14e-01    2.49e-01      5.40e-03    4.36e-03      4.27e-02    1.73e-02    2.1e-04
 551000      5.06e-01    3.21e-01      5.31e-03    3.89e-03      3.51e-02    2.23e-02    2.1e-04
 552000      1.08e+00    5.55e-02      5.07e-03    6.78e-03      7.54e-02    3.04e-03    2.1e-04
 553000      2.80e-01    1.83e-01      3.75e-03    8.08e-03      1.94e-02    1.24e-02    2.1e-04
 554000      9.53e-01    1.81e+00      1.63e-02    1.01e-02      6.40e-02    1.26e-01    2.1e-04
 555000      1.17e-01    1.41e+00      2.16e-02    1.43e-02      2.60e-03    9.86e-02    2.0e-04
 556000      1.39e-01    3.49e-02      7.20e-03    1.37e-03      8.16e-03    2.40e-03    2.0e-04
 557000      4.39e-01    1.38e+00      1.93e-02    2.50e-02      3.00e-02    9.66e-02    2.0e-04
 558000      1.17e+00    2.11e-01      2.59e-03    1.40e-03      8.20e-02    1.48e-02    2.0e-04
 559000      4.14e-01    7.53e-02      1.47e-03    1.45e-02      2.90e-02    1.10e-03    2.0e-04
 560000      9.43e-01    4.89e-02      9.44e-03    9.44e-03      6.64e-02    7.00e-04    2.0e-04
 561000      5.56e-01    6.48e-02      4.67e-03    1.22e-02      3.91e-02    1.38e-03    2.0e-04
 562000      1.09e+00    4.89e-01      9.80e-03    5.99e-03      7.70e-02    3.45e-02    2.0e-04
 563000      7.58e-01    2.54e-01      2.92e-03    2.82e-03      5.35e-02    1.79e-02    2.0e-04
 564000      5.72e-01    5.72e-03      1.91e-03    7.60e-04      4.04e-02    2.99e-04    2.0e-04
 565000      3.42e-02    2.35e-01      5.75e-03    2.69e-03      1.24e-03    1.67e-02    2.0e-04
 566000      1.48e+00    8.97e-01      8.59e-03    6.70e-03      1.03e-01    6.38e-02    2.0e-04
 567000      9.20e-01    2.07e+00      9.64e-03    5.11e-03      6.48e-02    1.47e-01    2.0e-04
 568000      1.38e+00    4.98e-02      1.90e-03    5.56e-03      9.81e-02    2.92e-03    2.0e-04
 569000      4.15e-01    3.28e-02      4.83e-03    4.46e-03      2.86e-02    1.69e-03    2.0e-04
 570000      4.40e-01    1.65e-01      3.26e-03    9.37e-04      3.14e-02    1.18e-02    1.9e-04
 571000      9.19e-01    1.63e-01      5.89e-03    1.03e-02      6.43e-02    1.10e-02    1.9e-04
 572000      4.37e-01    2.45e-02      1.60e-03    1.44e-03      3.08e-02    1.68e-03    1.9e-04
 573000      6.43e-01    1.45e-02      9.04e-03    2.53e-03      4.46e-02    4.79e-04    1.9e-04
 574000      1.83e+00    2.26e-01      4.86e-03    6.66e-03      1.31e-01    1.60e-02    1.9e-04
 575000      9.37e-01    3.53e-01      3.67e-03    3.88e-03      6.74e-02    2.54e-02    1.9e-04
 576000      1.10e+00    1.00e-01      2.11e-02    1.96e-02      7.44e-02    4.98e-04    1.9e-04
 577000      4.86e-01    1.05e+00      6.30e-03    5.77e-04      3.44e-02    7.60e-02    1.9e-04
 578000      4.28e-01    1.66e+00      5.98e-03    3.94e-03      3.04e-02    1.20e-01    1.9e-04
 579000      1.28e+00    2.62e-01      2.99e-03    1.68e-04      9.23e-02    1.89e-02    1.9e-04
 580000      1.29e+00    8.54e-02      3.83e-03    9.18e-03      9.29e-02    5.19e-03    1.9e-04
 581000      2.09e-01    2.94e-01      2.79e-02    2.81e-02      9.44e-03    1.87e-02    1.9e-04
 582000      2.65e-01    2.86e-02      3.47e-03    5.52e-03      1.92e-02    3.66e-04    1.9e-04
 583000      6.87e-01    1.01e-01      3.93e-03    1.92e-02      4.99e-02    1.62e-03    1.9e-04
 584000      1.99e-01    1.33e-01      3.57e-03    3.44e-03      1.43e-02    9.61e-03    1.9e-04
 585000      2.30e-01    1.07e-01      7.52e-03    2.09e-02      1.66e-02    6.94e-04    1.9e-04
 586000      2.96e-01    1.88e-02      1.20e-03    3.43e-03      2.17e-02    4.92e-04    1.9e-04
 587000      3.61e-01    2.96e-02      5.78e-03    5.67e-03      2.49e-02    4.17e-04    1.9e-04
 588000      8.88e-01    1.15e-01      5.04e-03    1.16e-02      6.45e-02    7.19e-03    1.9e-04
 589000      5.15e-01    1.68e-01      8.71e-03    3.24e-03      3.66e-02    1.23e-02    1.9e-04
 590000      1.34e+00    2.14e+00      5.78e-03    7.29e-03      9.84e-02    1.58e-01    1.8e-04
 591000      2.14e-01    2.03e+00      1.66e-02    6.51e-03      1.27e-02    1.49e-01    1.8e-04
 592000      3.14e-01    7.48e-02      2.69e-03    1.45e-02      2.31e-02    6.91e-04    1.8e-04
 593000      5.90e-01    7.84e-01      3.80e-03    7.03e-03      4.34e-02    5.77e-02    1.8e-04
 594000      1.33e+00    1.86e-02      2.84e-03    3.51e-03      9.85e-02    3.52e-04    1.8e-04
 595000      7.28e-01    6.53e-02      4.83e-03    1.24e-02      5.32e-02    1.03e-03    1.8e-04
 596000      1.02e+00    1.16e-01      1.05e-02    2.36e-03      7.54e-02    8.54e-03    1.8e-04
 597000      1.20e-01    1.41e+00      3.89e-03    5.69e-03      8.81e-03    1.05e-01    1.8e-04
 598000      9.06e-01    3.15e-02      2.14e-03    5.94e-03      6.73e-02    5.99e-04    1.8e-04
 599000      4.91e-01    3.75e-01      6.21e-03    1.64e-03      3.52e-02    2.78e-02    1.8e-04
 600000      4.31e-01    1.28e+00      5.45e-03    7.08e-03      3.18e-02    9.54e-02    1.8e-04
 601000      1.51e+00    4.87e-01      9.45e-04    2.62e-03      1.13e-01    3.64e-02    1.8e-04
 602000      3.14e-01    8.11e-01      5.97e-03    5.01e-03      2.28e-02    6.07e-02    1.8e-04
 603000      4.18e-01    2.28e-01      1.05e-02    1.14e-03      2.97e-02    1.70e-02    1.8e-04
 604000      1.17e+00    1.79e+00      3.67e-03    2.38e-03      8.76e-02    1.34e-01    1.8e-04
 605000      1.56e+00    3.26e-01      1.85e-03    3.96e-04      1.18e-01    2.46e-02    1.8e-04
 606000      4.46e-01    3.63e-02      1.36e-02    5.36e-03      3.19e-02    1.77e-03    1.8e-04
 607000      4.91e-01    8.62e-02      1.06e-02    1.43e-02      3.58e-02    3.40e-03    1.8e-04
 608000      3.95e-01    4.04e-02      5.80e-03    7.56e-03      2.89e-02    8.27e-04    1.8e-04
 609000      7.32e-01    1.46e-02      5.17e-03    1.85e-03      5.38e-02    8.31e-04    1.8e-04
 610000      7.63e-01    1.54e+00      3.96e-03    2.57e-03      5.68e-02    1.17e-01    1.7e-04
 611000      1.09e+00    1.59e+00      2.41e-03    3.01e-03      8.28e-02    1.21e-01    1.7e-04
 612000      1.12e+00    2.23e-01      1.46e-02    3.31e-03      8.13e-02    1.69e-02    1.7e-04
 613000      1.61e+00    8.75e-03      1.71e-03    6.78e-03      1.22e-01    1.93e-06    1.7e-04
 614000      1.92e-01    5.32e-03      1.49e-03    5.37e-04      1.46e-02    3.45e-04    1.7e-04
 615000      6.53e-01    2.23e-01      8.95e-03    6.04e-03      4.98e-02    1.69e-02    1.7e-04
 616000      2.08e+00    2.20e-01      1.49e-02    1.41e-02      1.59e-01    1.58e-02    1.7e-04
 617000      6.48e-02    2.57e-01      9.14e-03    3.75e-03      2.93e-03    1.96e-02    1.7e-04
 618000      4.97e-01    1.55e-01      2.92e-03    2.03e-03      3.73e-02    1.18e-02    1.7e-04
 619000      2.11e-01    3.96e-02      6.54e-03    4.26e-03      1.59e-02    2.52e-03    1.7e-04
 620000      8.91e-01    2.40e-01      1.46e-03    3.25e-04      6.86e-02    1.85e-02    1.7e-04
 621000      8.26e-01    1.22e-01      2.75e-03    1.12e-02      6.33e-02    8.29e-03    1.7e-04
 622000      7.51e-01    3.70e-01      5.03e-03    1.19e-03      5.76e-02    2.85e-02    1.7e-04
 623000      1.02e+00    7.54e-01      4.51e-03    1.35e-03      7.84e-02    5.80e-02    1.7e-04
 624000      9.70e-01    6.99e-02      1.41e-03    1.23e-02      7.47e-02    2.27e-03    1.7e-04
 625000      8.97e-01    6.18e-01      1.94e-03    1.38e-03      6.95e-02    4.79e-02    1.7e-04
 626000      1.01e+00    5.12e-02      1.32e-02    9.44e-03      7.55e-02    1.17e-03    1.7e-04
 627000      2.11e+00    1.29e-01      8.85e-03    1.64e-02      1.63e-01    7.53e-03    1.7e-04
 628000      6.82e-01    5.52e-02      4.49e-03    1.06e-02      5.28e-02    4.95e-04    1.7e-04
 629000      5.61e-01    1.22e+00      5.04e-03    2.64e-03      4.23e-02    9.49e-02    1.7e-04
 630000      5.63e-01    6.91e-02      7.67e-03    1.20e-02      4.38e-02    2.38e-03    1.6e-04
 631000      6.48e-01    6.57e-02      2.58e-03    1.25e-02      5.06e-02    8.51e-04    1.6e-04
 632000      2.81e-01    7.16e-02      4.94e-03    1.37e-02      2.08e-02    7.76e-04    1.6e-04
 633000      5.64e-01    9.96e-01      9.35e-03    1.00e-02      4.38e-02    7.77e-02    1.6e-04
 634000      1.51e-01    2.65e-01      8.45e-03    5.45e-03      1.10e-02    2.06e-02    1.6e-04
 635000      1.17e+00    8.30e-01      6.81e-03    4.25e-03      9.19e-02    6.52e-02    1.6e-04
 636000      8.67e-01    1.19e-01      3.11e-03    1.62e-02      6.82e-02    6.58e-03    1.6e-04
 637000      5.89e-02    5.99e-02      4.02e-03    1.13e-02      4.24e-03    8.97e-04    1.6e-04
 638000      9.11e-01    4.23e-02      4.99e-03    3.07e-03      7.08e-02    3.08e-03    1.6e-04
 639000      1.67e-01    1.58e+00      1.04e-02    7.25e-04      1.08e-02    1.24e-01    1.6e-04
 640000      7.12e-01    1.12e-01      6.15e-03    9.14e-03      5.61e-02    8.04e-03    1.6e-04
 641000      6.61e-01    2.25e-01      1.14e-02    1.49e-02      5.07e-02    1.67e-02    1.6e-04
 642000      7.90e-01    1.33e-01      9.38e-03    1.14e-02      6.07e-02    9.42e-03    1.6e-04
 643000      4.34e-01    2.89e-02      6.27e-03    4.78e-03      3.40e-02    1.17e-03    1.6e-04
 644000      8.56e-01    2.88e-01      4.06e-03    3.11e-03      6.78e-02    2.28e-02    1.6e-04
 645000      1.47e+00    1.97e+00      6.14e-03    4.83e-03      1.17e-01    1.57e-01    1.6e-04
 646000      9.34e-01    1.06e-01      5.60e-03    8.89e-03      7.43e-02    7.63e-03    1.6e-04
 647000      4.53e-01    1.94e+00      4.35e-03    3.83e-03      3.60e-02    1.54e-01    1.6e-04
 648000      6.90e-01    1.86e+00      1.22e-02    8.62e-03      5.38e-02    1.48e-01    1.6e-04
 649000      1.23e+00    2.03e-02      8.36e-03    5.70e-04      9.82e-02    1.61e-03    1.6e-04
 650000      1.07e+00    1.94e-02      4.53e-03    2.38e-03      8.60e-02    1.20e-03    1.5e-04
 651000      8.26e-01    2.16e-01      1.20e-02    1.03e-02      6.58e-02    1.68e-02    1.5e-04
 652000      4.81e-01    4.61e-02      1.57e-02    8.81e-03      3.59e-02    2.98e-04    1.5e-04
 653000      9.48e-01    1.49e+00      1.00e-03    1.70e-03      7.61e-02    1.19e-01    1.5e-04
 654000      6.56e-01    1.37e-02      1.25e-02    2.45e-03      5.06e-02    3.90e-04    1.5e-04
 655000      3.10e-01    1.33e-02      1.79e-03    2.31e-03      2.50e-02    4.51e-04    1.5e-04
 656000      1.08e+00    5.82e-02      1.03e-03    7.44e-03      8.73e-02    3.51e-03    1.5e-04
 657000      5.95e-01    1.91e-01      2.37e-03    9.33e-03      4.82e-02    1.49e-02    1.5e-04
 658000      6.31e-01    7.76e-01      1.23e-02    7.40e-03      4.79e-02    6.28e-02    1.5e-04
 659000      4.44e-01    1.01e+00      1.47e-02    6.42e-03      3.43e-02    8.17e-02    1.5e-04
 660000      6.24e-01    3.56e-01      1.68e-02    8.51e-03      4.62e-02    2.88e-02    1.5e-04
 661000      5.79e-01    5.77e-02      5.64e-03    2.18e-03      4.64e-02    4.61e-03    1.5e-04
 662000      3.69e-02    1.06e+00      6.59e-03    1.36e-03      9.30e-04    8.63e-02    1.5e-04
 663000      5.13e-02    2.42e-02      6.63e-03    4.59e-03      2.27e-03    2.68e-04    1.5e-04
 664000      2.15e-01    1.92e+00      5.97e-03    1.00e-02      1.70e-02    1.57e-01    1.5e-04
 665000      6.93e-02    7.43e-02      1.24e-02    1.38e-02      1.48e-03    1.41e-03    1.5e-04
 666000      3.78e-01    5.35e-01      2.27e-03    1.60e-03      3.10e-02    4.39e-02    1.5e-04
 667000      1.42e+00    2.78e-01      6.61e-03    1.26e-03      1.16e-01    2.28e-02    1.5e-04
 668000      6.42e-01    1.94e-01      5.29e-03    3.78e-03      5.14e-02    1.58e-02    1.5e-04
 669000      4.22e-01    1.27e+00      8.14e-03    5.61e-03      3.28e-02    1.04e-01    1.5e-04
 670000      9.47e-01    2.38e-02      5.09e-03    3.42e-03      7.83e-02    1.29e-03    1.5e-04
 671000      1.21e+00    2.39e-01      1.17e-02    1.51e-02      1.00e-01    1.87e-02    1.5e-04
 672000      1.77e-01    1.35e-01      5.50e-03    3.38e-03      1.41e-02    1.11e-02    1.5e-04
 673000      2.93e-01    2.31e-02      9.73e-03    2.23e-03      2.20e-02    1.65e-03    1.5e-04
 674000      7.39e-01    2.27e-01      7.76e-04    4.47e-04      6.11e-02    1.87e-02    1.5e-04
 675000      1.86e-01    8.29e-01      1.11e-02    1.41e-03      1.35e-02    6.90e-02    1.4e-04
 676000      1.01e+00    1.75e-01      8.49e-03    4.42e-03      8.39e-02    1.45e-02    1.4e-04
 677000      1.78e+00    1.62e-02      2.60e-03    2.37e-03      1.48e-01    8.72e-04    1.4e-04
 678000      4.62e-01    4.71e-02      2.20e-03    7.70e-03      3.85e-02    2.02e-03    1.4e-04
 679000      4.44e-01    3.03e-01      7.06e-03    4.24e-03      3.68e-02    2.51e-02    1.4e-04
 680000      5.69e-01    2.25e-01      4.94e-03    5.05e-03      4.76e-02    1.87e-02    1.4e-04
 681000      3.97e-01    7.15e-02      3.37e-03    1.26e-02      3.24e-02    2.25e-03    1.4e-04
 682000      8.55e-01    5.55e-01      5.65e-03    2.40e-03      7.03e-02    4.66e-02    1.4e-04
 683000      5.90e-01    3.28e-01      5.14e-03    8.34e-04      4.83e-02    2.76e-02    1.4e-04
 684000      3.81e-01    1.41e-01      8.44e-03    1.04e-02      3.05e-02    1.09e-02    1.4e-04
 685000      1.17e+00    1.43e-01      2.46e-03    9.06e-04      9.88e-02    1.21e-02    1.4e-04
 686000      7.71e-02    2.92e-02      7.15e-03    3.58e-03      4.86e-03    1.89e-03    1.4e-04
 687000      1.23e-01    1.00e+00      1.86e-02    1.20e-02      4.87e-03    8.47e-02    1.4e-04
 688000      5.22e-02    1.97e-01      6.79e-04    6.41e-04      4.37e-03    1.66e-02    1.4e-04
 689000      9.02e-01    5.65e-01      6.03e-03    3.09e-03      7.53e-02    4.77e-02    1.4e-04
 690000      6.73e-01    5.44e-02      7.04e-03    1.01e-02      5.71e-02    9.53e-04    1.4e-04
 691000      5.47e-01    1.40e+00      8.04e-03    2.91e-03      4.54e-02    1.19e-01    1.4e-04
 692000      4.25e-01    3.40e-02      6.91e-04    2.28e-03      3.62e-02    2.71e-03    1.4e-04
 693000      3.45e-01    4.21e-01      9.15e-03    7.23e-03      2.78e-02    3.57e-02    1.4e-04
 694000      1.41e-01    2.52e-02      4.44e-03    2.86e-03      1.09e-02    1.72e-03    1.4e-04
 695000      8.34e-01    1.18e-01      2.18e-03    2.00e-03      7.14e-02    1.01e-02    1.4e-04
 696000      6.25e-01    1.54e+00      9.45e-03    1.02e-02      5.24e-02    1.32e-01    1.4e-04
 697000      5.62e-01    3.04e-01      4.57e-03    3.58e-03      4.79e-02    2.60e-02    1.4e-04
 698000      1.34e+00    4.20e-02      1.20e-03    3.82e-04      1.15e-01    3.59e-03    1.4e-04
 699000      9.72e-01    1.33e+00      4.30e-03    2.97e-03      8.33e-02    1.14e-01    1.4e-04
 700000      3.57e-01    5.60e-02      1.13e-02    1.03e-02      2.92e-02    1.14e-03    1.3e-04
 701000      4.89e-01    4.96e-02      3.52e-03    3.01e-03      4.22e-02    4.06e-03    1.3e-04
 702000      3.22e-01    9.01e-01      1.46e-02    1.30e-02      2.48e-02    7.75e-02    1.3e-04
 703000      1.48e-01    8.10e-01      4.12e-03    4.80e-03      1.16e-02    6.98e-02    1.3e-04
 704000      5.40e-01    2.24e-02      5.01e-03    3.37e-03      4.60e-02    1.17e-03    1.3e-04
 705000      9.70e-01    5.00e-01      3.31e-03    5.42e-03      8.43e-02    4.34e-02    1.3e-04
 706000      4.55e-01    4.57e-01      1.03e-02    2.64e-03      3.67e-02    3.97e-02    1.3e-04
 707000      4.63e-01    9.42e-01      5.12e-03    9.03e-04      3.88e-02    8.19e-02    1.3e-04
 708000      1.56e+00    1.60e+00      2.23e-03    3.67e-03      1.35e-01    1.39e-01    1.3e-04
 709000      6.08e-01    1.12e+00      7.57e-03    6.58e-03      5.16e-02    9.70e-02    1.3e-04
 710000      4.43e-01    1.01e-01      4.17e-03    1.69e-02      3.86e-02    4.13e-03    1.3e-04
 711000      8.51e-01    3.38e-01      2.16e-03    2.54e-03      7.41e-02    2.95e-02    1.3e-04
 712000      9.75e-01    3.64e-02      4.80e-03    6.51e-03      8.42e-02    1.05e-03    1.3e-04
 713000      1.02e+00    7.91e-01      5.55e-03    6.23e-03      8.89e-02    6.92e-02    1.3e-04
 714000      4.82e-01    2.58e-01      1.15e-02    7.89e-03      4.04e-02    2.23e-02    1.3e-04
 715000      9.39e-01    1.90e-01      4.69e-03    6.26e-03      8.18e-02    1.65e-02    1.3e-04
 716000      1.15e+00    1.40e+00      5.20e-03    4.09e-03      1.01e-01    1.24e-01    1.3e-04
 717000      9.01e-01    1.05e+00      2.71e-03    3.41e-03      7.94e-02    9.26e-02    1.3e-04
 718000      5.35e-01    6.32e-01      2.72e-03    1.92e-03      4.72e-02    5.58e-02    1.3e-04
 719000      6.48e-01    1.14e+00      5.70e-03    4.70e-03      5.62e-02    1.01e-01    1.3e-04
 720000      9.89e-01    8.38e-02      3.51e-03    3.78e-03      8.78e-02    7.23e-03    1.3e-04
 721000      1.53e+00    1.47e+00      3.43e-03    2.64e-03      1.36e-01    1.30e-01    1.3e-04
 722000      8.73e-01    1.96e-01      3.24e-03    2.04e-02      7.75e-02    1.45e-02    1.3e-04
 723000      4.85e-01    5.10e-01      4.31e-03    2.14e-03      4.29e-02    4.53e-02    1.3e-04
 724000      6.57e-01    1.85e-01      3.37e-03    1.29e-04      5.81e-02    1.64e-02    1.3e-04
 725000      4.79e-01    4.54e-01      4.60e-03    4.23e-04      4.23e-02    4.06e-02    1.2e-04
 726000      8.24e-02    9.38e-02      9.83e-03    2.63e-04      4.60e-03    8.39e-03    1.2e-04
 727000      5.69e-01    4.49e-02      4.11e-03    8.36e-03      5.09e-02    6.36e-04    1.2e-04
 728000      6.09e-01    7.77e-02      2.22e-03    7.44e-03      5.44e-02    5.98e-03    1.2e-04
 729000      2.96e-01    1.64e+00      9.06e-04    1.31e-03      2.65e-02    1.47e-01    1.2e-04
 730000      1.13e+00    9.75e-01      3.55e-03    3.59e-04      1.02e-01    8.78e-02    1.2e-04
