,strain,up_strain_armchair,up_strain_zigzag,bottom_stress_armchair,bottom_stress_zigzag,total_stress_armchair,total_stress_zigzag
210,0.042,0.004830685102489074,0.004830685102489074,-0.106671985138494,0.11559173818707698,0.8571042696264345,0.18121990932937262
211,0.0422,0.0050236673691061995,0.0050236673691061995,-0.09196520571418917,0.1286740265870855,1.0007916633522218,0.30546125089501736
212,0.0424,0.004826384842269604,0.004826384842269604,-0.1553448939603637,-0.005550347091770613,0.7551929734742887,0.2324086233287383
213,0.0426,0.005011641039406989,0.005011641039406989,-0.15404736205927705,0.025506462713517773,0.8541210175072738,0.39755718325068096
214,0.0428,0.00520219814046019,0.00520219814046019,-0.13831435764905353,0.005143911315799753,1.0004053610759565,0.4968794045406988
215,0.043,0.005394255398130765,0.005394255398130765,-0.12558593653045014,0.03731606707522112,1.13889812420087,0.6564448458945714
216,0.0432,0.005438152270013319,0.005438152270013319,-0.07013091781771993,0.012016113051405182,1.294341769674006,0.6798772372075208
217,0.0434,0.004647153134971216,0.004647153134971216,0.18151696757164576,0.21977057925762675,1.0138718369974344,0.6807484118842722
218,0.0436,0.00482824739854415,0.00482824739854415,0.180491315392656,0.21543481936681977,1.0210552440985892,0.7349798051831886
219,0.0438,0.0050172667278372,0.0050172667278372,0.1799858620016065,0.23277649766681632,1.2148781161598508,0.8550611235316528
220,0.044,0.0052069327949118005,0.0052069327949118005,0.19605783954375663,0.23215987633215449,1.3316136131137668,0.9802544462019261
221,0.0442,0.005399108560505628,0.005399108560505628,0.2088171480851377,0.2424161073322982,1.4738572624089585,1.102617278515924
